nomattribuant;idattribuant;annee;dateconvention;referencedecision;nombeneficiaire;idbeneficiaire;rnabeneficiaire;categorietiers;objet;montant;nature;naturecomptable;conditionsversement;datesperiodeversement;idrae;notificationue;pourcentagesubvention;dispositifaide;gid
Commune de Lyon;21690123100011;2022;;2022/1487;ALFA 3A LES COPAINS D ABORD EM;77554402600542;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALFA 3A - Les Copains d'AbordSUB.IND. FONCT.2022;166640,0;aide en numéraire;;échelonné;2022-04-02,2022-08-02;;False;1,0;;8809
Commune de Lyon;21690123100011;2022;;;ALFA 3A LE CHANTOISEAU;77554402600625;;50-Personnes morales de droits privé autres qu'organismes sociaux;;30245,0;aide en nature;fonctionnement;;;;;;;8810
Commune de Lyon;21690123100011;2022;;2022/2049;ALFA 3A LE CHANTOISEAU;77554402600625;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALFA 3A - Chantoiseau 2ème tranche 2022;21260,0;aide en numéraire;;unique;2022-11-19;;False;1,0;;8811
Commune de Lyon;21690123100011;2022;;2022/1487;ALFA 3A LE CHANTOISEAU;77554402600625;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALFA 3A - Chantoiseau SUBV.INDIV.FCT. 2022;85040,0;aide en numéraire;;échelonné;2022-04-02,2022-08-02;;False;1,0;;8812
Commune de Lyon;21690123100011;2022;;2022/2049;ALFA 3A LE NID D ANGES;77554402601342;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALFA 3A -  Nid d'Anges - 2ème tranche 2022;57740,0;aide en numéraire;;unique;2022-11-19;;False;1,0;;8813
Commune de Lyon;21690123100011;2022;;2022/1487;ALFA 3A LE NID D ANGES;77554402601342;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALFA 3A - Fonct 2022 Nid d'Anges;230160,0;aide en numéraire;;échelonné;2022-04-02,2022-08-02;;False;1,0;;8814
Commune de Lyon;21690123100011;2022;;;ALFA 3A  L ESCALE DE NELLY;77554402601920;;50-Personnes morales de droits privé autres qu'organismes sociaux;;123781,0;aide en nature;fonctionnement;;;;;;;8815
Commune de Lyon;21690123100011;2022;;2022/2049;ALFA 3A  L ESCALE DE NELLY;77554402601920;;50-Personnes morales de droits privé autres qu'organismes sociaux;Subvention Escale de Nelly  - 2e tranche 2022;33740,0;aide en numéraire;;unique;2022-11-19;;False;1,0;;8816
Commune de Lyon;21690123100011;2022;;2022/1487;ALFA 3A  L ESCALE DE NELLY;77554402601920;;50-Personnes morales de droits privé autres qu'organismes sociaux;Subvention fonctionnement 2022 Alfa 3a L'escale de Nelly;134960,0;aide en numéraire;;échelonné;2022-04-02,2022-08-02;;False;1,0;;8817
Commune de Lyon;21690123100011;2022;;;ALFA3A LES MOUSSAILLONS DES DOCKS;77554402602324;;50-Personnes morales de droits privé autres qu'organismes sociaux;;93030,0;aide en nature;fonctionnement;;;;;;;8818
Commune de Lyon;21690123100011;2022;;2022/2049;ALFA3A LES MOUSSAILLONS DES DOCKS;77554402602324;;50-Personnes morales de droits privé autres qu'organismes sociaux;ALFA3A Moussaillons des Docks - 2e tranche 2022;28400,0;aide en numéraire;;unique;2022-11-19;;False;1,0;;8819
Commune de Lyon;21690123100011;2022;;2022/1487;ALFA3A LES MOUSSAILLONS DES DOCKS;77554402602324;;50-Personnes morales de droits privé autres qu'organismes sociaux;Subvention fonctionnement Les Moussaillons des Docks 2022;113600,0;aide en numéraire;;échelonné;2022-04-02,2022-08-02;;False;1,0;;8820
Commune de Lyon;21690123100011;2022;;;ODYNEO;77564325700246;;50-Personnes morales de droits privé autres qu'organismes sociaux;;37783,0;aide en nature;fonctionnement;;;;;;;8821
Commune de Lyon;21690123100011;2022;;2022/1487;ODYNEO;77564325700246;;50-Personnes morales de droits privé autres qu'organismes sociaux;ODYNEO - Le Jardin des Enfants SUBV.INDIV.FCT. 2022;148000,0;aide en numéraire;;échelonné;2022-03-22,2022-11-01;;False;1,0;;8822
Commune de Lyon;21690123100011;2022;;2022/2049;ODYNEO;77564325700246;;50-Personnes morales de droits privé autres qu'organismes sociaux;ODYNEO_LE JARDIN DES ENFANTS - 2e tranche 2022;30000,0;aide en numéraire;;unique;2022-11-17;;False;1,0;;8823
Commune de Lyon;21690123100011;2022;;2022/2065;ADR CATM;77564662300071;;50-Personnes morales de droits privé autres qu'organismes sociaux;ASSOCIATION DU RHONE COMBATTANTS ALGERIE TUNISIE MAROC - ADR CATM  FONCTIONNEMENT;800,0;aide en numéraire;;unique;2022-11-17;;False;1,0;;8824
Commune de Lyon;21690123100011;2022;;2022/1717;CERCLE DE LA VOILE DE LYON;77564737300023;;50-Personnes morales de droits privé autres qu'organismes sociaux;FDE_CVLM_VOILE ET KARTING A VOILE;5450,0;aide en numéraire;;unique;2022-10-05;;False;1,0;;8825
Commune de Lyon;21690123100011;2022;;2022/2100;SAUVEGARDE 69;77564749800432;;50-Personnes morales de droits privé autres qu'organismes sociaux;SAUVEGARDE 69  CHANTIERS JEUNES;4275,0;aide en numéraire;;unique;2022-11-17;;False;1,0;;8826
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE GRAIN D ORGE;77564822300466;;50-Personnes morales de droits privé autres qu'organismes sociaux;;92037,0;aide en nature;fonctionnement;;;;;;;8827
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE GRAIN D ORGE;77564822300466;;50-Personnes morales de droits privé autres qu'organismes sociaux;GRAIN D'ORGE MFRPDS - 2e tranche 2022;63000,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8828
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE GRAIN D ORGE;77564822300466;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFR- Grain d'orge SUB.IND. FONCT.2022;252000,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8829
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE MYRTILLE;77564822300482;;50-Personnes morales de droits privé autres qu'organismes sociaux;;61920,0;aide en nature;fonctionnement;;;;;;;8830
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE MYRTILLE;77564822300482;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFRPDS - Myrtille Vitton - Sub ind Fonct 2022;160000,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8831
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE MYRTILLE;77564822300482;;50-Personnes morales de droits privé autres qu'organismes sociaux;Myrtille MFRPDS - 2e tranche 2022;40000,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8832
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE L EPINETTE;77564822300508;;50-Personnes morales de droits privé autres qu'organismes sociaux;;63468,0;aide en nature;fonctionnement;;;;;;;8833
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE L EPINETTE;77564822300508;;50-Personnes morales de droits privé autres qu'organismes sociaux;L'Epinette MFRPDS - 2e tranche 2022;52400,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8834
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE L EPINETTE;77564822300508;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFR Epinette SUBV.INDIV.FCT. 2022;209600,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8835
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE RAM POTIRON;77564822300540;;50-Personnes morales de droits privé autres qu'organismes sociaux;;29147,0;aide en nature;fonctionnement;;;;;;;8836
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE RAM POTIRON;77564822300540;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFRPDS - Maison Potiron Sub ind Fonct 2022;36800,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8837
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE RAM POTIRON;77564822300540;;50-Personnes morales de droits privé autres qu'organismes sociaux;RAM Florence Potiron- 2e tranche 2022;9200,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8838
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE RAM CITROUILLE;77564822300557;;50-Personnes morales de droits privé autres qu'organismes sociaux;;36961,0;aide en nature;fonctionnement;;;;;;;8839
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE RAM CITROUILLE;77564822300557;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFRPDS - Maison Citrouille - Fonct 2022;33600,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8840
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE RAM CITROUILLE;77564822300557;;50-Personnes morales de droits privé autres qu'organismes sociaux;RAM Citrouille MFR- 2e tranche 2022;8400,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8841
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE LES DALHIAS MC;77564822300565;;50-Personnes morales de droits privé autres qu'organismes sociaux;;26325,0;aide en nature;fonctionnement;;;;;;;8842
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE LES DALHIAS MC;77564822300565;;50-Personnes morales de droits privé autres qu'organismes sociaux;Les Dahlias MC MFRPDS- 2e tranche 2022;18000,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8843
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE LES DALHIAS MC;77564822300565;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFR Les Dahlias MC SUB IND 2022;72000,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8844
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE ANDREE ROUX;77564822300581;;50-Personnes morales de droits privé autres qu'organismes sociaux;;106550,0;aide en nature;fonctionnement;;;;;;;8845
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE ANDREE ROUX;77564822300581;;50-Personnes morales de droits privé autres qu'organismes sociaux;Andrée Roux MFR- 2e tranche 2022;62000,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8846
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE ANDREE ROUX;77564822300581;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFRPDS André ROUX SUB.IND. FONCT.2022;248000,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8847
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE MICROCRECHE CARILLONS;77564822300607;;50-Personnes morales de droits privé autres qu'organismes sociaux;;14953,0;aide en nature;fonctionnement;;;;;;;8848
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE MICROCRECHE CARILLONS;77564822300607;;50-Personnes morales de droits privé autres qu'organismes sociaux;Les Carillons MC MFR - 2e tranche 2022;16200,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8849
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE MICROCRECHE CARILLONS;77564822300607;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFRPDS- MC CARILLONS Sub ind 2022;64800,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8850
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE  MIRABILIS VILLETTE;77564822300615;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFRPDS - Mirabilis Villette - Sub ind Fonct 2022;184000,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8851
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE  MIRABILIS VILLETTE;77564822300615;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFRPDS_Mirabilis Villette_2e tranche 2022;46000,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8852
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE RAM LES ALOUETTES;77564822300631;;50-Personnes morales de droits privé autres qu'organismes sociaux;;16477,0;aide en nature;fonctionnement;;;;;;;8853
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE RAM LES ALOUETTES;77564822300631;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFRPDS - RPE Les Alouettes SUB.IND. FONCT.2022;36800,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8854
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE RAM LES ALOUETTES;77564822300631;;50-Personnes morales de droits privé autres qu'organismes sociaux;RAM Les ALouettes MFR - 2e tranche 2022;9200,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8855
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE LES ROSEAUX;77564822300649;;50-Personnes morales de droits privé autres qu'organismes sociaux;;91046,0;aide en nature;fonctionnement;;;;;;;8856
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE LES ROSEAUX;77564822300649;;50-Personnes morales de droits privé autres qu'organismes sociaux;LES ROSEAUX SUB.IND. FONCT.2022;184000,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8857
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE LES ROSEAUX;77564822300649;;50-Personnes morales de droits privé autres qu'organismes sociaux;Roseaux MFR- 2e tranche 2022;46000,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8858
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE RAM LES NYMPHEAS;77564822300656;;50-Personnes morales de droits privé autres qu'organismes sociaux;;32237,0;aide en nature;fonctionnement;;;;;;;8859
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE RAM LES NYMPHEAS;77564822300656;;50-Personnes morales de droits privé autres qu'organismes sociaux;RAM Nymphéas MFR - 2e tranche 2022;8600,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8860
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE RAM LES NYMPHEAS;77564822300656;;50-Personnes morales de droits privé autres qu'organismes sociaux;RPE nympheasSUB.IND. FONCT.2022;34400,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8861
Commune de Lyon;21690123100011;2022;;;MUTUALITE FRANCAISE DU RHONE RAM L ENVOLEE;77564822300680;;50-Personnes morales de droits privé autres qu'organismes sociaux;;26104,0;aide en nature;fonctionnement;;;;;;;8862
Commune de Lyon;21690123100011;2022;;2022/1487;MUTUALITE FRANCAISE DU RHONE RAM L ENVOLEE;77564822300680;;50-Personnes morales de droits privé autres qu'organismes sociaux;MFRPDS - RPE L'EnvoléeSUB.IND. FONCT.2022;36800,0;aide en numéraire;;échelonné;2022-03-22,2022-11-11;;False;1,0;;8863
Commune de Lyon;21690123100011;2022;;2022/2049;MUTUALITE FRANCAISE DU RHONE RAM L ENVOLEE;77564822300680;;50-Personnes morales de droits privé autres qu'organismes sociaux;RAM L'ENVOLEE MFR - 2e tranche 2022;9200,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8864
Commune de Lyon;21690123100011;2022;;2022/1899;ADAPEI 69;77564828000342;;50-Personnes morales de droits privé autres qu'organismes sociaux;L'ADAPEI: accueil & accompagne des personnes handicapées mentales à chaque étape de leur vie et les soutient encore plus à travers des activités organisées tout au long de l'année;6000,0;aide en numéraire;;unique;2022-10-19;;False;1,0;;8865
Commune de Lyon;21690123100011;2022;2022-07-07;2022/1826;LE MAS;77564867800164;;50-Personnes morales de droits privé autres qu'organismes sociaux;ASSOCIATION LE MAS SUBVENTION 2022;20000,0;aide en numéraire;;unique;2022-11-04;;False;1,0;;8866
Commune de Lyon;21690123100011;2022;;2022/1899;LE MAS;77564867800164;;50-Personnes morales de droits privé autres qu'organismes sociaux;Accueil, hébergement et accompagnement de femmes victimes de violence, de souffrance psycho-sociale, de précarité ou d'exclusion.;11500,0;aide en numéraire;;échelonné;2022-09-28,2022-10-07;;False;1,0;;8867
Commune de Lyon;21690123100011;2022;2022-09-20;2022/2019;LE MAS;77564867800164;;50-Personnes morales de droits privé autres qu'organismes sociaux;Association le Mas   projet ligne 37;50000,0;aide en numéraire;;unique;2022-11-16;;False;1,0;;8868
Commune de Lyon;21690123100011;2022;;2022/2069;LE MAS;77564867800164;;50-Personnes morales de droits privé autres qu'organismes sociaux;LE MAS - PAUSE DIABOLO 2022;5000,0;aide en numéraire;;unique;2022-12-07;;False;1,0;;8869
Commune de Lyon;21690123100011;2022;;2022/2069;LE MAS;77564867800164;;50-Personnes morales de droits privé autres qu'organismes sociaux;LE MAS - PENICHE ACCUEIL 2022;50000,0;aide en numéraire;;unique;2022-12-09;;False;1,0;;8870
Commune de Lyon;21690123100011;2022;2022-05-19;2022/1767;LE MAS;77564867800164;;50-Personnes morales de droits privé autres qu'organismes sociaux;MOUVEMENT D'ACTION SOCIALE - LE MAS  AIDE AUX VICTIMES;80000,0;aide en numéraire;;unique;2022-10-04;;False;1,0;;8871
Commune de Lyon;21690123100011;2022;;;ACOLEA CHOCOLATINE;77564914800175;;50-Personnes morales de droits privé autres qu'organismes sociaux;;68149,0;aide en nature;fonctionnement;;;;;;;8872
Commune de Lyon;21690123100011;2022;;2022/2049;ACOLEA CHOCOLATINE;77564914800175;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA - Chocolatine - 2ème tranche 2022;39200,0;aide en numéraire;;unique;2022-11-17;;False;1,0;;8873
Commune de Lyon;21690123100011;2022;;2022/1487;ACOLEA CHOCOLATINE;77564914800175;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA - Chocolatine SUB.IND. FONCT.2022  (ex SLEA - fusion avec ACOLADE);156800,0;aide en numéraire;;échelonné;2022-03-05,2022-05-26;;False;1,0;;8874
Commune de Lyon;21690123100011;2022;;2022/1487;ACOLEA LES LUCIOLES;77564914800183;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA - Les Lucioles - Fonct 2022;96000,0;aide en numéraire;;échelonné;2022-03-05,2022-05-26;;False;1,0;;8876
Commune de Lyon;21690123100011;2022;;2022/2049;ACOLEA LES LUCIOLES;77564914800183;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA les lucioles 2e tranche Fct 2022;24000,0;aide en numéraire;;unique;2022-11-17;;False;1,0;;8877
Commune de Lyon;21690123100011;2022;;;ACOLEA LES CANAILLOUS;77564914800217;;50-Personnes morales de droits privé autres qu'organismes sociaux;;55750,0;aide en nature;fonctionnement;;;;;;;8878
Commune de Lyon;21690123100011;2022;;2022/2049;ACOLEA LES CANAILLOUS;77564914800217;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA - Les Canaillous - 2ème tranche 202;32740,0;aide en numéraire;;unique;2022-11-17;;False;1,0;;8879
Commune de Lyon;21690123100011;2022;;2022/1487;ACOLEA LES CANAILLOUS;77564914800217;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA - Les CanaillousSUB.IND. FONCT.2022  (ex SLEA - fusion avec ACOLADE);130960,0;aide en numéraire;;échelonné;2022-03-05,2022-05-26;;False;1,0;;8880
Commune de Lyon;21690123100011;2022;;;ACOLEA L'OCEANE;77564914800225;;50-Personnes morales de droits privé autres qu'organismes sociaux;;26776,0;aide en nature;fonctionnement;;;;;;;8881
Commune de Lyon;21690123100011;2022;;2022/2049;ACOLEA L'OCEANE;77564914800225;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA - L'Océane - 2ème tranche 2022;27180,0;aide en numéraire;;unique;2022-11-17;;False;1,0;;8882
Commune de Lyon;21690123100011;2022;;2022/1487;ACOLEA L'OCEANE;77564914800225;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA - L'Océane - Fonct 2022  (ex SLEA - fusion avec ACOLADE);108720,0;aide en numéraire;;échelonné;2022-03-05,2022-05-26;;False;1,0;;8883
Commune de Lyon;21690123100011;2022;;;ACOLEA POM CANNELLE;77564914800233;;50-Personnes morales de droits privé autres qu'organismes sociaux;;24965,0;aide en nature;fonctionnement;;;;;;;8884
Commune de Lyon;21690123100011;2022;;2022/2049;ACOLEA POM CANNELLE;77564914800233;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA - Pom'Cannelle - 2ème tranche 2022;21200,0;aide en numéraire;;unique;2022-11-17;;False;1,0;;8885
Commune de Lyon;21690123100011;2022;;2022/1487;ACOLEA POM CANNELLE;77564914800233;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA - Pom'CannelleSUB.IND. FONCT.2022  (ex SLEA - fusion avec ACOLADE);84800,0;aide en numéraire;;échelonné;2022-03-05,2022-05-26;;False;1,0;;8886
Commune de Lyon;21690123100011;2022;;;ACOLEA LES CARPILLONS;77564914800241;;50-Personnes morales de droits privé autres qu'organismes sociaux;;25291,0;aide en nature;fonctionnement;;;;;;;8887
Commune de Lyon;21690123100011;2022;;2022/1487;ACOLEA LES CARPILLONS;77564914800241;;50-Personnes morales de droits privé autres qu'organismes sociaux;ACOLEA - Les Carpillons SUB.IND. FONCT.2022  (ex SLEA - fusion avec ACOLADE);89360,0;aide en numéraire;;échelonné;2022-03-05,2022-05-26;;False;1,0;;8888
Commune de Lyon;21690123100011;2022;;2022/2049;ACOLEA LES CARPILLONS;77564914800241;;50-Personnes morales de droits privé autres qu'organismes sociaux;SLEA - Les Carpillons - 2ème tranche 2022;22340,0;aide en numéraire;;unique;2022-11-17;;False;1,0;;8889
Commune de Lyon;21690123100011;2022;;2022/2090;FOYER NOTRE DAME DES SANS ABRI;77564967600019;;50-Personnes morales de droits privé autres qu'organismes sociaux;FOYER NOTRE DAME DES SANS ABRIS - sub complémentaire;1000,0;aide en numéraire;;unique;2022-12-06;;False;1,0;;8890
Commune de Lyon;21690123100011;2022;;2022/1619;FOYER NOTRE DAME DES SANS ABRI;77564967600019;;50-Personnes morales de droits privé autres qu'organismes sociaux;Foyer Notre Dame des Sans Abris - Centre Gabriel Rosset 2022;175000,0;aide en numéraire;;échelonné;2022-07-01,2022-10-08;;False;1,0;;8891
Commune de Lyon;21690123100011;2022;;2022/1619;FOYER NOTRE DAME DES SANS ABRI;77564967600019;;50-Personnes morales de droits privé autres qu'organismes sociaux;Foyer Notre Dame des Sans Abris - La Rencontre 2022;50000,0;aide en numéraire;;échelonné;2022-07-01,2022-10-08;;False;1,0;;8892
Commune de Lyon;21690123100011;2022;;2022/1619;FOYER NOTRE DAME DES SANS ABRI;77564967600019;;50-Personnes morales de droits privé autres qu'organismes sociaux;Foyer Notre Dame des Sans Abris - Maison Rodolphe 2022;23000,0;aide en numéraire;;échelonné;2022-07-01,2022-10-08;;False;1,0;;8893
Commune de Lyon;21690123100011;2022;;2022/1619;FOYER NOTRE DAME DES SANS ABRI;77564967600019;;50-Personnes morales de droits privé autres qu'organismes sociaux;Foyer Notre Dame des Sans Abris - PAR 2022;20000,0;aide en numéraire;;échelonné;2022-07-01,2022-10-08;;False;1,0;;8894
Commune de Lyon;21690123100011;2022;;2022/1619;FOYER NOTRE DAME DES SANS ABRI;77564967600019;;50-Personnes morales de droits privé autres qu'organismes sociaux;Foyer Notre Dame des Sans Abris - Saint Vincent 2022;20000,0;aide en numéraire;;échelonné;2022-07-01,2022-10-08;;False;1,0;;8895
Commune de Lyon;21690123100011;2022;;2022/1619;ATD QUART MONDE LYON;77566314900059;;50-Personnes morales de droits privé autres qu'organismes sociaux;ATD QUART-MONDE - ACTION Refus de la misère 2022;3000,0;aide en numéraire;;unique;2022-07-22;;False;1,0;;8896
Commune de Lyon;21690123100011;2022;;2022/1619;ATD QUART MONDE LYON;77566314900059;;50-Personnes morales de droits privé autres qu'organismes sociaux;ATD QUART-MONDE - ACTION Universités Populaires 2022;7000,0;aide en numéraire;;unique;2022-07-22;;False;1,0;;8897
Commune de Lyon;21690123100011;2022;;;VALENTIN HAUY SCE AVEUGLES MALVOYANTS;77566654800018;;50-Personnes morales de droits privé autres qu'organismes sociaux;;21978,0;aide en nature;fonctionnement;;;;;;;8898
Commune de Lyon;21690123100011;2022;;2022/1470;VALENTIN HAUY SCE AVEUGLES MALVOYANTS;77566654800018;;50-Personnes morales de droits privé autres qu'organismes sociaux;ASSOCIATION VALENTIN HAÜY;2000,0;aide en numéraire;;unique;2022-04-13;;False;1,0;;8899
Commune de Lyon;21690123100011;2022;;2022/1899;VALENTIN HAUY SCE AVEUGLES MALVOYANTS;77566654800018;;50-Personnes morales de droits privé autres qu'organismes sociaux;Depuis 130 ans, l¿Association Valentin Haüy (AVH) agit pour apporter aux aveugles et aux malvoyants les moyens de leur autonomie dans la vie quotidienne  et favoriser l'inclusion professionnel;3000,0;aide en numéraire;;unique;2022-08-18;;False;1,0;;8900
Commune de Lyon;21690123100011;2022;;2022/2049;CROIX ROUGE FRANCAISE OURSONS ET COMPAGNIE;77567227233588;;50-Personnes morales de droits privé autres qu'organismes sociaux;Oursons et Compagnie CRF - 2e tranche 2022;40000,0;aide en numéraire;;unique;2022-11-10;;False;1,0;;8927
Commune de Lyon;21690123100011;2022;;2022/1898;CIMADE;77566659700205;;50-Personnes morales de droits privé autres qu'organismes sociaux;"La Cimade défend les droits des personnes étrangères; Elle informe, & témoigne en milieu scolaire. Elle milite pour une égalité à l'accès au service public.";13000,0;aide en numéraire;;unique;2022-08-09;;False;1,0;;8901
Commune de Lyon;21690123100011;2022;;2022/1619;SECOURS CATHOLIQUE;77566669602185;;50-Personnes morales de droits privé autres qu'organismes sociaux;Secours Catholique - fonctionnement 2022;15000,0;aide en numéraire;;unique;2022-07-26;;False;1,0;;8902
Commune de Lyon;21690123100011;2022;;;CROIX ROUGE FRANCAISE LES P TITS PAS;77567227213259;;50-Personnes morales de droits privé autres qu'organismes sociaux;;66080,0;aide en nature;fonctionnement;;;;;;;8903
Commune de Lyon;21690123100011;2022;;2022/1487;CROIX ROUGE FRANCAISE LES P TITS PAS;77567227213259;;50-Personnes morales de droits privé autres qu'organismes sociaux;Croix-Rouge - Les Petits PasSUB.IND. FONCT.2022;218400,0;aide en numéraire;;échelonné;2022-03-22,2022-10-22;;False;1,0;;8904
Commune de Lyon;21690123100011;2022;;2022/2049;CROIX ROUGE FRANCAISE LES P TITS PAS;77567227213259;;50-Personnes morales de droits privé autres qu'organismes sociaux;Les Petits Pas CRF - 2e tranche 2022;49000,0;aide en numéraire;;unique;2022-11-10;;False;1,0;;8905
Commune de Lyon;21690123100011;2022;;2022/2069;CROIX ROUGE FRANCAISE;77567227213424;;50-Personnes morales de droits privé autres qu'organismes sociaux;LA CROIX ROUGE FRANCAISE - ACTION ETE 2022;3000,0;aide en numéraire;;unique;2022-12-07;;False;1,0;;8906
Commune de Lyon;21690123100011;2022;;2022/2069;CROIX ROUGE FRANCAISE;77567227213424;;50-Personnes morales de droits privé autres qu'organismes sociaux;LA CROIX ROUGE FRANCAISE - FCT 2022;14000,0;aide en numéraire;;unique;2022-12-07;;False;1,0;;8907
Commune de Lyon;21690123100011;2022;;;CROIX ROUGE FRANCAISE LES COCCINELLES;77567227213747;;50-Personnes morales de droits privé autres qu'organismes sociaux;;44711,0;aide en nature;fonctionnement;;;;;;;8908
