nomattribuant;idattribuant;annee;dateconvention;referencedecision;nombeneficiaire;idbeneficiaire;rnabeneficiaire;objet;montant;nature;conditionsversement;datesperiodeversement;idrae;notificationue;pourcentagesubvention;dispositifaide;gid
Métropole de Lyon (Budget principal);20004697700019;2021;;;LA LIGNE VERTUOSE;84932908100012;;Rebondir - CM 31/05 - 1er acompte subvention 2021 70% - 2021-02519;42000,0;aide en numéraire;unique;2021-08-16;;False;1,0;;11801
Métropole de Lyon (Budget principal);20004697700019;2021;;;ENTOUR'AGE SOLIDAIRE;84992258800033;;CFI 2021 ENTOUR'AGE SOLIDAIRE - 1;30000,0;aide en numéraire;unique;2021-06-15;;False;1,0;;11802
Métropole de Lyon (Budget annexe gestion des déchets);20004697700084;2021;;;ILOE;85106424600016;;ECO SOC ET SOLIDAIRE 2021 - 1SCIC ILOE-ACOMPTE 2021;217500,0;aide en numéraire;unique;2021-12-31;;False;1,0;;11803
Métropole de Lyon (Budget annexe gestion des déchets);20004697700084;2021;;;ILOE;85106424600016;;ILOE SOLDE 2020-ECONOMIE SOCIA - 1;116000,0;aide en numéraire;unique;2021-12-31;;False;1,0;;11804
Métropole de Lyon (Budget principal);20004697700019;2021;;;ILOE;85106424600016;;Iloe - mandat SIEG - CP 10/20 - Solde subvention 2020 40% - 2020-05270;44000,0;aide en numéraire;unique;2021-12-31;;False;1,0;;11805
Métropole de Lyon (Budget principal);20004697700019;2021;;;ILOE;85106424600016;;Mandat service intéret éco gén - 1er paiement - subvention 2021 - 60% -dossier 2021-5222;82500,0;aide en numéraire;unique;2021-12-31;;False;1,0;;11806
Métropole de Lyon (Budget principal);20004697700019;2021;;;PARAGRELE 69;85194117900018;;AGRICULTURE ACTIONS 2021 - PARAGRELE 69 - ACOMPTE N°1 - GB;24000,0;aide en numéraire;unique;2021-10-26;;False;1,0;;11807
Métropole de Lyon (Budget principal);20004697700019;2021;;;PARAGRELE 69;85194117900018;;SE POLITIQUE AGRICOLE - PARAGRELE 69 - SOLDE - GB;1635,99;aide en numéraire;unique;2021-04-20;;False;1,0;;11808
Métropole de Lyon (Budget principal);20004697700019;2021;;;WEAVERS;85216048000020;;Action Levée des freins - Solde subvention 2020 30% - 2020-00327;9000,0;aide en numéraire;unique;2021-03-12;;False;1,0;;11809
Métropole de Lyon (Budget principal);20004697700019;2021;;;WEAVERS;85216048000020;;Actions Levée des freins - 1er acompte subvention 2021 70% - 2021-00028;17500,0;aide en numéraire;unique;2021-04-20;;False;1,0;;11810
Métropole de Lyon (Budget principal);20004697700019;2021;;;WEAVERS;85216048000020;;Festival de l'engagement multi - Solde - subvention 2020 - 20% - dossier n°2020-5061;1400,0;aide en numéraire;unique;2021-09-22;;False;1,0;;11811
Métropole de Lyon (Budget principal);20004697700019;2021;;;WEAVERS;85216048000020;;Plan pauvreté - CM 09/2021 - 1er acompte subvention 2021 70% - 2021-04303;14000,0;aide en numéraire;unique;2021-12-08;;False;1,0;;11812
Métropole de Lyon (Budget principal);20004697700019;2021;;;WEAVERS;85216048000020;;RSJ Accompagnement - CM 07/21 - 1er acompte subvention 2021 70% - 2021-03709;14000,0;aide en numéraire;unique;2021-09-10;;False;1,0;;11813
Métropole de Lyon (Budget principal);20004697700019;2021;;;METROPOLE AIDANTE;85234469600012;;Accompagnement des aidants - acompte 3;125000,0;aide en numéraire;unique;2021-05-18;;False;1,0;;11814
Métropole de Lyon (Budget principal);20004697700019;2021;;;METROPOLE AIDANTE;85234469600012;;Acpt Sub CNSA Aide aidants 2021-22 - 1;21400,0;aide en numéraire;unique;2021-03-31;;False;1,0;;11815
Métropole de Lyon (Budget annexe de l’assainissement);20004697700035;2021;;;ASS SYNDICALE LIBRE L'ESPERANCE;85250976900018;;MIONS ESPERANCE Asst voie priv - 1;58162,0;aide en numéraire;unique;2021-01-28;;False;1,0;;11816
Métropole de Lyon (Budget principal);20004697700019;2021;;;LES PETITES CANTINES RESEAU;85255077100020;;ESS - CM 05/2021 - 1er acompte subvention 2021 80% - 2021-02119;24000,0;aide en numéraire;unique;2021-08-16;;False;1,0;;11817
Métropole de Lyon (Budget principal);20004697700019;2021;;;CONVERGENCE FRANCE;85264484800024;;Action IAE - Solde subvention 2020 30% - 2020-00448;7950,0;aide en numéraire;unique;2021-07-07;;False;1,0;;11818
Métropole de Lyon (Budget principal);20004697700019;2021;;;CONVERGENCE FRANCE;85264484800024;;Plan pauvreté - CM 09/2021 - 1er acompte subvention 2021 70% - 2021-04288;98000,0;aide en numéraire;unique;2021-12-21;;False;1,0;;11819
Métropole de Lyon (Budget principal);20004697700019;2021;;;ORGANISME DE FONCIER SOLIDAIRE DE LA METROPOLE DE LYON;87921718000014;;SUBVENTION AUX ASSO - 2021;275000,0;aide en numéraire;unique;2021-06-11;;False;1,0;;11820
Métropole de Lyon (Budget principal);20004697700019;2021;;;SCI VAULX EN VELIN - RUE ERNEST RENAN;87977478400018;;SUB INVEST SCI VAULX-EN 2020 - Acompte;500000,0;aide en numéraire;unique;2021-09-29;;False;1,0;;11821
Métropole de Lyon (Budget principal);20004697700019;2021;;;CLUSTER MOBILITE ACTIVE ET DURABLE AUVERGNE RHÔNE ALPES;88322541900018;;Accompagnement transition indu - 1er acompte - subvention 2021 - 80% - dossier n°2021-1625;64000,0;aide en numéraire;unique;2021-07-06;;False;1,0;;11822
Métropole de Lyon (Budget annexe de l’assainissement);20004697700035;2021;;;ASL IMPASSE DES MEURIERES;88442801200014;;DTEE Imp Meurières Asst voie p - 1;35465,0;aide en numéraire;unique;2021-11-26;;False;1,0;;11823
Métropole de Lyon (Budget annexe de l’assainissement);20004697700035;2021;;;ASS SYNDICALE LIBRE LA RONCERAIE;88823363200015;;DTEE MIONS Ronceraie Asst VP - 1;45230,0;aide en numéraire;unique;2021-03-12;;False;1,0;;11824
Métropole de Lyon (Budget principal);20004697700019;2021;;;ENVIE AUTONOMIE RHONE ALPES;88954494600011;;CFI 2021 ENVIE AUTONOMIE RA - 1;90000,0;aide en numéraire;unique;2021-06-15;;False;1,0;;11825
Métropole de Lyon (Budget principal);20004697700019;2021;;;GROUPEMENT DE COOPERATION SOCIALE ET MEDICO SOCIALE;88996158700017;;ACPT SUBV INVEST GCSMS ARRPAC 2021 - 1;236400,0;aide en numéraire;unique;2021-03-23;;False;1,0;;11826
Métropole de Lyon (Budget principal);20004697700019;2021;;;CAGNARD;89346793600033;;CAGNARD - 1er acompte - subvention 2021 - 70% - dossier 2021-4370;23800,0;aide en numéraire;unique;2021-12-01;;False;1,0;;11827
Métropole de Lyon (Budget principal);20004697700019;2021;;;WORLDSKILLS FRANCE EVENTS;89402513900011;;Attribution d'une subvention p - 1er acompte - subvention 2021 - 80% - dossier 2021-5243;120000,0;aide en numéraire;unique;2021-12-15;;False;1,0;;11828
Métropole de Lyon (Budget principal);20004697700019;2021;;;FRENEE RAPHAEL;89504726400018;;PENAP 2021 - LA FERME DE LA CLE DE SOL - ACOMPTE N°1 - GB;26654,32;aide en numéraire;unique;2021-12-10;;False;1,0;;11829
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE PREFIGURATION DE LA CITE INTERNATIONALE;90093287200014;;Projet APCIAC - Fonctionnement - 1er acompte - subvention 2021 - 90% - dossier 2021-4042;45000,0;aide en numéraire;unique;2021-11-30;;False;1,0;;11830
Métropole de Lyon (Budget principal);20004697700019;2021;;;ASSOCIATION DE PREFIGURATION DE LA CITE INTERNATIONALE;90093287200014;;Projet APCIAC - Investissement - 1er acompte - subvention 2021 - 50% - dossier 2021-4044;25000,0;aide en numéraire;unique;2021-12-01;;False;1,0;;11831
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE LYON S A C V L;95450214200050;;2016 - LYON 7 - 37 rue du Repos - DAS n° 148 - SOLDE - LQ;61200,0;aide en numéraire;unique;2021-09-17;;False;1,0;;11832
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE LYON S A C V L;95450214200050;;2019 - LYON 9 - Impasse Baizet - DAS n° 007 - 1er acompte - LQ;1444800,0;aide en numéraire;unique;2021-05-21;;False;1,0;;11833
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE LYON S A C V L;95450214200050;;2020 - LYON 6 - 53 rue Masséna - DAS n° 232 - 1er acompte - LQ;29600,0;aide en numéraire;unique;2021-06-29;;False;1,0;;11834
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE LYON S A C V L;95450214200050;;2020 - LYON 8 - 70-72 rue Bataille - DAS n° 313 - 1er acompte - LQ;242800,0;aide en numéraire;unique;2021-07-06;;False;1,0;;11835
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE LYON S A C V L;95450214200050;;2020 - LYON 9 - Impasse Pierre Baizet - DAS n° 212 - 1er acompte - LQ;64000,0;aide en numéraire;unique;2021-09-17;;False;1,0;;11836
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE LYON S A C V L;95450214200050;;2020_LOGEMENT ETUDIANT-LYON 1-4 PLACE LIEUTENANT MOREL - DAS N°003-1er ACOMPTE_LQ;364800,0;aide en numéraire;unique;2021-06-11;;False;1,0;;11837
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE LYON S A C V L;95450214200050;;AIDE-PIERRE-PUBLIC-LYON 5 - 52 BIS AV POINT DU JOUR - DAS N°2020-301-1-ACOMPTE N°1-CD;14000,0;aide en numéraire;unique;2021-06-11;;False;1,0;;11838
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE LYON S A C V L;95450214200050;;ECO2-PP-LYON 5- 31-35 AVENUE DE MENIVAL -AIDE 003-2020-ACB-;384934,28;aide en numéraire;unique;2021-03-26;;False;1,0;;11839
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME REGIONALE D HLM DE LYON;95750228900086;;2020 - LOGEMENTS ÉTUDIANTS - LYON 8 - 16 rue Benoit Bernard - DAS n° 008 - 1er acompte - LQ;86400,0;aide en numéraire;unique;2021-09-09;;False;1,0;;11840
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC LE SAINT ANDRE;;;ANAH_19804_ST ANDRE_SDC - ACOMPTE 28%;54870,0;aide en numéraire;unique;2022-11-28;;False;1,0;;11893
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME REGIONALE D HLM DE LYON;95750228900086;;ECO2-PP-LY0N 02-41 AU 51 R SMITH - AIDE 001-2018-ACB-;148318,23;aide en numéraire;unique;2021-03-24;;False;1,0;;11841
Métropole de Lyon (Budget principal);20004697700019;2021;;;PROCIVIS RHONE;95751715400051;;ECO2-LYON9-120/123  CHATEAU - AIDE EV0693891300001T-ACB;285600,0;aide en numéraire;unique;2021-03-25;;False;1,0;;11842
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2012 - CALUIRE - 38, 38 Ter rue Coste - DAS n° 056 - SOLDE - LQ;32974,8;aide en numéraire;unique;2021-10-12;;False;1,0;;11843
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2012 - CALUIRE - Grande rue de St Clair - DAS n° 108 - SOLDE - LQ;69710,4;aide en numéraire;unique;2021-10-14;;False;1,0;;11844
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2013 - LISSIEU - route Nationale 6 - DAS n° 039 - SOLDE - LQ;77919,8;aide en numéraire;unique;2021-11-22;;False;1,0;;11845
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2013 - STE FOY LES LYON - 35-37 chemin des Fonds - DAS n° 134 - SOLDE - LQ;125753,2;aide en numéraire;unique;2021-11-16;;False;1,0;;11846
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2015 - LYON 9 - ZAC Vaise Industrie - DAS n° 343 - 1er acompte - LQ;169600,0;aide en numéraire;unique;2021-09-17;;False;1,0;;11847
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2015 - VILLEURBANNE  - 174 rue Yves Charnu - DAS n° 176 - SOLDE - LQ;134400,0;aide en numéraire;unique;2021-09-28;;False;1,0;;11848
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2016 - FEYZIN - 2 ter, 4 route de Solaize - DAS n° 173 - SOLDE - LQ;259698,0;aide en numéraire;unique;2021-11-22;;False;1,0;;11849
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2016 - FEYZIN - rue du Boulodrome - DAS n° 213 - SOLDE - LQ;105600,0;aide en numéraire;unique;2021-09-17;;False;1,0;;11850
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2016 - FRANCHEVILLE - 42 avenue du Chater - DAS n° 109 - SOLDE - LQ;182121,0;aide en numéraire;unique;2021-09-28;;False;1,0;;11851
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2016 - IRIGNY - 8012 chemin des Selettes - DAS n° 212 - Solde - LQ;152400,0;aide en numéraire;unique;2021-11-19;;False;1,0;;11852
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2016 - LYON 9 - ZAC Vaise Industrie - DAS n° 317 - 1er acompte - LQ;18400,0;aide en numéraire;unique;2021-09-17;;False;1,0;;11853
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2016 - ST GENIS LAVAL - 42 rue C. Luizet - DAS n° 306 - SOLDE - LQ;242955,0;aide en numéraire;unique;2021-09-17;;False;1,0;;11854
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2016 - TASSIN  LA DEMI LUNE - 70 avenue Charles de Gaulle - DAS n° 658 - SOLDE - LQ;45977,0;aide en numéraire;unique;2021-11-22;;False;1,0;;11855
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2017 - CRAPONNE - 29 voie Romaine - DAS n° 258 - SOLDE - LQ;110400,0;aide en numéraire;unique;2021-09-17;;False;1,0;;11856
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2017 - CRAPONNE - 8 rue Jean-Claude Martin - DAS n° 170 - SOLDE - LQ;69580,0;aide en numéraire;unique;2021-11-19;;False;1,0;;11857
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2017 - ECULLY - 16 chemin du Tronchon - DAS n° 137 - SOLDE - LQ;97174,0;aide en numéraire;unique;2021-09-27;;False;1,0;;11858
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2017 - IRIGNY - 22 avenue de Verdun - DAS n° 205 - SOLDE - LQ;26216,0;aide en numéraire;unique;2021-11-19;;False;1,0;;11859
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2017 - IRIGNY - 40 rue du Majolet - DAS n° 104 - SOLDE - LQ;68395,0;aide en numéraire;unique;2021-11-19;;False;1,0;;11860
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2017 - LYON 5 - 3 quai Fulchiron - DAS n° 249 - 1er acompte - LQ;20800,0;aide en numéraire;unique;2021-12-06;;False;1,0;;11861
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;2018 - CRAPONNE - 29 Voie Romaine - DAS n° 231 - SOLDE - LQ;24000,0;aide en numéraire;unique;2021-09-17;;False;1,0;;11862
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;ALLIADE_GSUP2020_STPRIEST_Dispositif spécifique concerta_SOLDE_SM;2200,0;aide en numéraire;unique;2021-03-15;;False;1,0;;11863
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;ALLIADE_GSUP2020_VENISSIEUX_Aménagement halls zen_SOLDE_SM;5000,0;aide en numéraire;unique;2021-04-12;;False;1,0;;11864
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;DPU-VENISSIEUX MINGUETTES-DEMOLITION 3 TOURS RESIDENCE MONMOUSSEAU-CONVENTION PARTICIP FINANCIERE-ACOMPTE 1-MD;138486,0;aide en numéraire;unique;2021-12-13;;False;1,0;;11865
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;GSUP2018_ALLIADE_VENISSIEUX_Léo lagrange Paraboles collectives_SOLDE_SM;11352,4;aide en numéraire;unique;2021-04-28;;False;1,0;;11866
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;GSUP2019_ALLIADE_Résidentialisation Acacias_ACOMPTE_SM;7200,0;aide en numéraire;unique;2021-01-07;;False;1,0;;11867
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;GSUP2019_ALLIADE_VENISSIEUX_Résidentialisation_SOLDE_SM;7200,0;aide en numéraire;unique;2021-04-29;;False;1,0;;11868
Métropole de Lyon (Budget principal);20004697700019;2021;;;ALLIADE HABITAT;96050615200276;;STPU TV JARDINS COLLECTIFS - ALLIADE HABITAT - SOLDE - GB;4432,0;aide en numéraire;unique;2021-07-13;;False;1,0;;11869
Métropole de Lyon (Budget principal);20004697700019;2021;;;SA HLM POUR L ACTION SOCIALE;96150317400065;;2017 - LYON 3 - 21 rue d'Aubigny - DAS n° 173 - SOLDE - LQ;240000,0;aide en numéraire;unique;2021-06-22;;False;1,0;;11870
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE VENISSIEUX;96250053400012;;SACOVIV_GSUP2019_VENISSIEUX_Mise en place d'abris poubelle_SOLDE_ACTION2_SM;24000,0;aide en numéraire;unique;2021-02-25;;False;1,0;;11871
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE VENISSIEUX;96250053400012;;SACOVIV_GSUP2019_VENISSIEUX_Réfection des peintures_SOLDE_ACTION1_SM;11020,0;aide en numéraire;unique;2021-02-25;;False;1,0;;11872
Métropole de Lyon (Budget principal);20004697700019;2021;;;SOCIETE ANONYME DE CONSTRUCTION DE LA VILLE DE VENISSIEUX;96250053400012;;VENISSIEUX-MINGUETTES-DEMOLITION RESIDENCE LE COULOUD-PARTICIPATION FINANCIERE-ACOMPTE1-MD;22658,0;aide en numéraire;unique;2021-11-25;;False;1,0;;11873
Métropole de Lyon (Budget principal);20004697700019;2021;;;RHONE SAONE HABITAT;99762580100045;;2017 - LYON 2 - rue Smith - ZAC Confluence - DAS n° 113 - SOLDE - LQ;210000,0;aide en numéraire;unique;2021-09-10;;False;1,0;;11874
Métropole de Lyon (Budget principal);20004697700019;2021;;;RHONE SAONE HABITAT;99762580100045;;2018 - ST CYR AU MONT D'OR - 73-75 route de St Romain - DAS n° 357 - 1er acompte - LQ;242800,0;aide en numéraire;unique;2021-12-02;;False;1,0;;11875
Métropole de Lyon (Budget principal);20004697700019;2022;;;159-165 COURS TOLSTOI;;;ECO2-VILL-159-165 COURS TOLSTO - SOLDE2 -AJ;46161,2;aide en numéraire;unique;2022-05-16;;False;1,0;;11876
Métropole de Lyon (Budget principal);20004697700019;2022;;;COPROPRIETE ARPEGE;;;ECO2-LY07-34-36 COL GIRARD - acompte 1-AJ;92791,89;aide en numéraire;unique;2022-03-21;;False;1,0;;11877
Métropole de Lyon (Budget principal);20004697700019;2022;;;COPROPRIETE MONTRIBLOUD;;;ECO2_LY9_1 RUE DE MONTRIBLOUD - ACOMPTE 1- AJ;96000,0;aide en numéraire;unique;2022-06-20;;False;1,0;;11878
Métropole de Lyon (Budget principal);20004697700019;2022;;;DELTRANS;;;DELTRANS Aides achat véhicules ZFE Pros 2022 - 3/3 VÉHICULES - " CONSEIL DU 26/09/2022 ";31000,0;aide en numéraire;unique;2022-12-13;;False;1,0;;11879
Métropole de Lyon (Budget principal);20004697700019;2022;;;LE CARREFOUR;;;ECO2-VEN-7-13 RUE PAUL BERT - solde-AJ;77000,0;aide en numéraire;unique;2022-12-01;;False;1,0;;11880
Métropole de Lyon (Budget principal);20004697700019;2022;;;LE PASTEUR;;;ECO2-VAULX-119-127 RUE REPUBLI - SOLDE -AJ;44000,0;aide en numéraire;unique;2022-11-30;;False;1,0;;11881
Métropole de Lyon (Budget principal);20004697700019;2022;;;LE SAINT HUBERT;;;ECO2-ECU-21 CH CHARRIERE BLANC - SOLDE - AJ;40600,0;aide en numéraire;unique;2022-06-20;;False;1,0;;11882
Métropole de Lyon (Budget principal);20004697700019;2022;;;LES CHARMILLES;;;ECO2_LY8-70-72AV GENERAL FRERE - SOLDE - AJ;39200,0;aide en numéraire;unique;2022-03-01;;False;1,0;;11883
Métropole de Lyon (Budget principal);20004697700019;2022;;;MODULE;;;ECO2-VILLEURBANNE-17 AV SALENG - AJ;80000,0;aide en numéraire;unique;2022-02-14;;False;1,0;;11884
Métropole de Lyon (Budget principal);20004697700019;2022;;;OMS  ORGANISATION MONDIALE DE LA SANTE;;;Soutien au Bureau de Lyon 2021 - solde - subvention 2021 - 20% - dossier 2021-4094;50000,0;aide en numéraire;unique;2022-06-27;;False;1,0;;11885
Métropole de Lyon (Budget principal);20004697700019;2022;;;OMS  ORGANISATION MONDIALE DE LA SANTE;;;Soutien au bureau de Lyon 2022 - 1er acompte - subvention 2022 - 80% - dossier 2022-3464;200000,0;aide en numéraire;unique;2022-11-30;;False;1,0;;11886
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC  HAUTS DU GOLF;;;ECO2-OUL-1-23 SALV ALLENDE - SOLDE - AJ;183826,0;aide en numéraire;unique;2022-07-19;;False;1,0;;11887
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC 6001 LES DAMES;;;ECO2-SFL-7 AU 25 AV 11 NOV - SOLDE1;186200,0;aide en numéraire;unique;2022-10-17;;False;1,0;;11888
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC ALBERT THOMAS;;;ECO2_VIL_ALBERT_THOMAS - SOLDE - AJ;294000,0;aide en numéraire;unique;2022-03-01;;False;1,0;;11889
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC ALBERT THOMAS;;;ECOCITE_VIL_ALBERT_THOMAS - SOLDE_AJ;160000,0;aide en numéraire;unique;2022-03-02;;False;1,0;;11890
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC LE CHARTOUX;;;ECO2-SPR-26 AV DE L'EUROPE - SOLDE -AJ;54600,0;aide en numéraire;unique;2022-05-16;;False;1,0;;11891
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC LE SAINT ANDRE;;;ANAH_19779_ST ANDRE_SDC - ACOMPTE 28%;36794,0;aide en numéraire;unique;2022-11-28;;False;1,0;;11892
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC LES TROIS MATS;;;ANAH_19649_LES 3 MATS_SDC_PDS - AVANCE 40%;9014,0;aide en numéraire;unique;2022-11-22;;False;1,0;;11894
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC LES TROIS MATS;;;ANAH_19649_LES TROIS MATS_SDC_ - AVANCE 40%;22536,0;aide en numéraire;unique;2022-11-22;;False;1,0;;11895
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC NOISERAIE;;;ECO2-LY5-19 RUE NOYER/108 VALD - SOLDE;121600,0;aide en numéraire;unique;2022-02-23;;False;1,0;;11896
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC RESIDENCE BEGUDE;;;ECO2_FEY_4BEGUDE_7-15GRENIER - -ACOMPTE ECORENOV 1 -AJ;86100,0;aide en numéraire;unique;2022-05-16;;False;1,0;;11897
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC RESIDENCE BEGUDE;;;ECO2_FEY_4BEGUDE_7-15GRENIER -ACOMPTE 1-ECOCITE -AJ;206180,89;aide en numéraire;unique;2022-05-16;;False;1,0;;11898
Métropole de Lyon (Budget principal);20004697700019;2022;;;SDC SOLEIL LEVANT;;;ANAH_19631_SOLEIL LEV_SDC_TE - AVANCE;39217,0;aide en numéraire;unique;2022-11-21;;False;1,0;;11899
Métropole de Lyon (Budget principal);20004697700019;2022;;;VIRAGES SANTE;;;SUBVENTION PMI 2021 LE GRIFFON - 2;25000,0;aide en numéraire;unique;2022-09-13;;False;1,0;;11900
Métropole de Lyon (Budget principal);20004697700019;2022;;;LE DIAMANT;04007238100011;;ECO2-CAL-36-38-40-RUE PASTEUR - SOLDE;134400,0;aide en numéraire;unique;2022-07-05;;False;1,0;;11901
Métropole de Lyon (Budget principal);20004697700019;2022;;;COPROPRIETE;04010227900011;;ECO2-VIL-5 RUE BERNARD LECACHE - SOLDE - AJ;51200,0;aide en numéraire;unique;2022-03-17;;False;1,0;;11902
Métropole de Lyon (Budget principal);20004697700019;2022;;;GERARD MAIRE;04011209600017;;ECO2-VIL-2-4-6-8 RUE G. MAIRE - 3;205,0;aide en numéraire;unique;2022-09-26;;False;1,0;;11903
Métropole de Lyon (Budget principal);20004697700019;2022;;;GERARD MAIRE;04011209600017;;ECO2-VIL-2-4-6-8 RUE G. MAIRE - AJ;27500,0;aide en numéraire;unique;2022-02-09;;False;1,0;;11904
Métropole de Lyon (Budget principal);20004697700019;2022;;;LES SOLDANELLES;04012901700014;;ECO2-LY03-RUE DOC REBATEL - AJ;41428,85;aide en numéraire;unique;2022-02-15;;False;1,0;;11905
Métropole de Lyon (Budget principal);20004697700019;2022;;;SA HLM LOGEMENT ALPES RHONE;05750170200021;;2017 - LYON 7 - 41 rue de Marseille - DAS n° 247 - SOLDE - LQ;44977,0;aide en numéraire;unique;2022-04-13;;False;1,0;;11906
Métropole de Lyon (Budget principal);20004697700019;2022;;;SA HLM LOGEMENT ALPES RHONE;05750170200021;;2018 - LYON 4 - 13 rue Henon - DAS n° 133 - 1er acompte - LQ;22400,0;aide en numéraire;unique;2022-07-19;;False;1,0;;11907
Métropole de Lyon (Budget principal);20004697700019;2022;;;SA HLM LOGEMENT ALPES RHONE;05750170200021;;2018 - LYON 6 - 133 rue Bugeaud - DAS n° 135 - 1er acompte - LQ;64000,0;aide en numéraire;unique;2022-07-13;;False;1,0;;11908
Métropole de Lyon (Budget principal);20004697700019;2022;;;SA HLM LOGEMENT ALPES RHONE;05750170200021;;2021 - PLAN RELANCE - VAULX EN VELIN - 45/55 avenue Roger Salengro - DAS n° P31 - 1er acompte - LQ;413600,0;aide en numéraire;unique;2022-01-25;;False;1,0;;11909
Métropole de Lyon (Budget principal);20004697700019;2022;;;SA HLM LOGEMENT ALPES RHONE;05750170200021;;2021 - VAULX EN VELIN - 45/55 avenue Roger Salengro - DAS n° P31 - 2ème acompte - LS;1240800,0;aide en numéraire;unique;2022-11-15;;False;1,0;;11910
Métropole de Lyon (Budget principal);20004697700019;2022;;;ERILIA;05881167000015;;2020 - CHARLY - 187 route de Millery - DAS n° 140 - 1er acompte - LQ;81535,74;aide en numéraire;unique;2022-04-14;;False;1,0;;11911
